,title,worktype,skill,url,formatted_address,country,latlng
81,Senior Software Engineer,Full-Time,"['Software As A Services', 'Big Data', 'Microsoft Azure', 'Scrum (Software Development)', 'Agile Software Development', 'Amazon Web Services']",https://www.oilandgasjobsearch.com/job/J3P51D670F9Y5YRN5T8?ipath=CRJR82,"Boston, MA, USA",USA,"{'lat': 42.3600825, 'lng': -71.0588801}"
82,Project Manager - Digital Energy,Full-Time,"['Management', 'Project Planning', 'Risk Management', 'Project Management', 'Analysis', 'Communication']",https://www.oilandgasjobsearch.com/job/J3P06Y64801HCT57Y9T?ipath=CRJR83,"Boston, MA, USA",USA,"{'lat': 42.3600825, 'lng': -71.0588801}"
83,Integrity Engineer,Contractor,"['Mathematics', 'Vb Script (Visual Basic Scripting Edition)', 'Sql (Programming Language)', 'Complex Problem Solving', 'Power Bi', 'Communication']",https://www.oilandgasjobsearch.com/job/J3N5M566K8S3ZNBPQ52?ipath=CRJR84,"North York, Toronto, ON, Canada",Canada,"{'lat': 43.7615377, 'lng': -79.41107939999999}"
84,Contracts Engineer,Full-Time,"['Arabic Language', 'English Language', 'Government Contracting']",https://www.oilandgasjobsearch.com/job/J3M6RM6KQ17B0D7LQWY?ipath=CRJR85,Jeddah Saudi Arabia,Saudi Arabia,"{'lat': 21.485811, 'lng': 39.19250479999999}"
85,Projectleider Woningbouw,Full-Time,"['Nieuwbouw', 'Kwaliteit (Verantwoordelijk Voor)']",https://www.oilandgasjobsearch.com/job/J3V5HX6FFC274RPRK59?ipath=CRJR86,"Flemish Brabant, Belgium",Belgium,"{'lat': 50.8815434, 'lng': 4.564597}"
86,Maintenance Service Contract Specialist,Full-Time,"['Best Practices', 'Stakeholder Management', 'Performance Management', 'Maintenance', 'Oil And Gas']",https://www.oilandgasjobsearch.com/job/J3M4056QBGN5T95ZNNQ?ipath=CRJR87,"Saskatoon, SK, Canada",Canada,"{'lat': 52.157902, 'lng': -106.6701577}"
87,Engineer Installatietechniek,Full-Time,"['Elektrotechniek', 'Regeltechniek', 'Werktuigbouwkunde', 'Werktuigbouwkunde (Onderwijs Geven)', 'Installatietechniek']",https://www.oilandgasjobsearch.com/job/J3V34X6C1VHCGT2HT9K?ipath=CRJR88,"Amsterdam, Netherlands",Netherlands,"{'lat': 52.3675734, 'lng': 4.9041389}"
88,Salvage Technician,Full-Time,"['Forklift Truck', 'Production Line', 'Lifting', 'Palletizing', 'Unloading', 'Material Handling']",https://www.oilandgasjobsearch.com/job/J3P4NK66HPTNRCMRFFF?ipath=CRJR89,"Rushville, IN 46173, USA",USA,"{'lat': 39.6092137, 'lng': -85.4463594}"
89,"Head, Projects Planning",Full-Time,"['Scheduling', 'Project Planning', 'Analysis', 'Project Management', 'Engineering', 'Change Management']",https://www.oilandgasjobsearch.com/job/J3P0VQ72LGBP67JFXWM?ipath=CRJR90,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
90,Human Factors,Full-Time,"['Analysis', 'Nuclear Power', 'Logging (Construction)']",https://www.oilandgasjobsearch.com/job/J3P00Q6C3T3DD0GMZHN?ipath=CRJR91,"Thatcham, UK",UK,"{'lat': 51.40580500000001, 'lng': -1.266468}"
91,Senior Software Engineer,Full-Time,"['Software As A Services', 'Big Data', 'Microsoft Azure', 'Scrum (Software Development)', 'Agile Software Development', 'Amazon Web Services']",https://www.oilandgasjobsearch.com/job/J3N34S6ZK61PL58F47J?ipath=CRJR92,"Boston, MA, USA",USA,"{'lat': 42.3600825, 'lng': -71.0588801}"
92,Werkvoorbereider Energietechniek,Full-Time,"['Energietechniek (Onderwijs Geven)', 'Energietechniek']",https://www.oilandgasjobsearch.com/job/J3N813727X2SDBND2W8?ipath=CRJR93,"Drenthe, Netherlands",Netherlands,"{'lat': 52.9476012, 'lng': 6.623058599999999}"
93,Werkvoorbereider E,Full-Time,"['Planning', 'Projectleiding']",https://www.oilandgasjobsearch.com/job/J3N23R6F8K9WZMVCY0T?ipath=CRJR94,"Groningen, Netherlands",Netherlands,"{'lat': 53.2193835, 'lng': 6.5665017}"
94,Projectleider E,Full-Time,"['Planning', 'Elektrotechniek', 'Installatietechniek']",https://www.oilandgasjobsearch.com/job/J3N1HG6RBNRRR6711LG?ipath=CRJR95,"Utrecht, Netherlands",Netherlands,"{'lat': 52.09073739999999, 'lng': 5.1214201}"
95,Bauingenieur / Architekt als Projektleiter Hochbau (m/w/d),Full-Time,"['Bauingenieurwesen', 'Projektmanagement', 'Aftersales', 'Architektur', 'Bau', 'Projektkoordination']",https://www.oilandgasjobsearch.com/job/J3M6046CV0LF9V48QS9?ipath=CRJR96,"Hamburg, Germany",Germany,"{'lat': 53.5510846, 'lng': 9.9936819}"
96,Transportation Construction Manager,Full-Time,"['Construction Management', 'Civil Engineering', 'Submittals (Construction)', 'Scheduling', 'Construction', 'Professional Engineer']",https://www.oilandgasjobsearch.com/job/J3M47D6B6PBKSFM5H8D?ipath=CRJR97,"Colorado Springs, CO, USA",USA,"{'lat': 38.8338816, 'lng': -104.8213634}"
97,Resident Inspector,Contractor,"['Scheduling', 'Gas Turbine', 'Semiconductor Device Fabrication', 'Quality Management', 'Welding', 'Certified Welding Inspector']",https://www.oilandgasjobsearch.com/job/J3M4QZ6381TSGFRZP0G?ipath=CRJR98,"54100 Massa, Province of Massa and Carrara, Italy",Italy,"{'lat': 44.03544369999999, 'lng': 10.1393221}"
98,Instrumentation Designer,Contractor,"['Telecommunications', 'Engineering', 'Concurrency Controls', 'Packages (Software)', 'Auto Cad', 'Pdms']",https://www.oilandgasjobsearch.com/job/J3V0736SZMMGJ7LV3HV?ipath=CRJR99,"Lopburi, Thailand",Thailand,"{'lat': 14.7995081, 'lng': 100.6533706}"
99,Well Services & Well Integrity Manager,Full-Time,"['Phase (Waves)', 'Leadership', 'Operations', 'Mechanical Engineering', 'Snubbing', 'Petroleum Engineering']",https://www.oilandgasjobsearch.com/job/J3T7FL6NYT006KCG2L2?ipath=CRJR100,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
100,Senior Instrumentation Designer,Contractor,"['Telecommunications', 'Engineering', 'Concurrency Controls', 'Packages (Software)', 'Auto Cad', 'Pdms']",https://www.oilandgasjobsearch.com/job/J3T4F472M6GB9WPV31J?ipath=CRJR101,"Lopburi, Thailand",Thailand,"{'lat': 14.7995081, 'lng': 100.6533706}"
101,QAQC Manager,Contractor,"['Project Management', 'Quality Management Systems', 'C (Programming Language)', 'Quality Management', 'Oil Painting', 'Oil And Gas']",https://www.oilandgasjobsearch.com/job/J3S722767M9B3BXPGPP?ipath=CRJR102,Singapore,Singapore,"{'lat': 1.352083, 'lng': 103.819836}"
102,Process Engineer,Contractor,"['Refinery', 'Scenario Analysis', 'Floating Production Storage And Offloading', 'Datasheets', 'Mass Balance', 'Instrumentation']",https://www.oilandgasjobsearch.com/job/J3S06375589WW3Q067Z?ipath=CRJR103,"Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Malaysia,"{'lat': 3.139003, 'lng': 101.686855}"
103,QAQC Manager,Contractor,"['Project Management', 'Quality Management Systems', 'C (Programming Language)', 'Quality Management', 'Oil Painting', 'Oil And Gas']",https://www.oilandgasjobsearch.com/job/J3Q6Y16G3Y692B4T98C?ipath=CRJR104,"Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Thailand,"{'lat': 13.7352523, 'lng': 100.5830644}"
104,Electrical Commissioning Technician,Contractor,"['Wiring Diagram', 'Pneumatics', 'Blueprinting', 'Electrical Wirings', 'Test Equipment', 'Relays']",https://www.oilandgasjobsearch.com/job/J3Q3C85Z157YS1JWRV4?ipath=CRJR105,Singapore,Singapore,"{'lat': 1.352083, 'lng': 103.819836}"
105,Process Engineer,Contractor,"['Refinery', 'Scenario Analysis', 'Floating Production Storage And Offloading', 'Datasheets', 'Mass Balance', 'Instrumentation']",https://www.oilandgasjobsearch.com/job/J3P7QL6PM3JR71817B1?ipath=CRJR106,"Khlong Tan Nuea, Watthana, Bangkok 10110, Thailand",Thailand,"{'lat': 13.7352523, 'lng': 100.5830644}"
106,Chemical Process Engineer,Contractor,"['Petrochemical', 'Oil And Gas', 'Redox', 'Mass Balance', 'Chemical Engineering', 'Economics']",https://www.oilandgasjobsearch.com/job/J3M11V79Q12Q7WGDH32?ipath=CRJR107,"Riyadh 11564, Saudi Arabia",Saudi Arabia,"{'lat': 24.7135517, 'lng': 46.6752957}"
107,Data & Analytics Application Developer,Full-Time,"['Windows Communication Foundation', 'C Sharp (Programming Language)', 'Entity Framework', 'Ado.Net (Programming Language)', 'Big Data', 'U Sql']",https://www.oilandgasjobsearch.com/job/J3Q13T688TKKWH959RC?ipath=CRJR108,"Houston, TX, USA",USA,"{'lat': 29.7604267, 'lng': -95.3698028}"
108,MODULE LEAD COMMISSIONING ENGINEER,Full-Time,"['Scheduling', 'Liquefied Natural Gas', 'Commissioning', 'Engineering', 'Installations (Manual/Mechanical)', 'Best Practices']",https://www.oilandgasjobsearch.com/job/JD61FW7915MSNPHBLYB?ipath=CRJR109,"Milan, Metropolitan City of Milan, Italy",Italy,"{'lat': 45.4642035, 'lng': 9.189982}"
109,Engine Machine Shop Technician,Full-Time,"['Drill Press', 'Lathes', 'Mills', 'Bandsaws', 'Bench Grinders', 'Arbor Press']",https://www.oilandgasjobsearch.com/job/J3M6526CS4148SQ6Y3P?ipath=CRJR110,"Dearborn, MI, USA",USA,"{'lat': 42.3222599, 'lng': -83.17631449999999}"
110,Automobile Assistant Technician M/F,Full-Time,"['Maintenance', 'Testing', 'Oil Painting', 'Complex Problem Solving', 'Verification', 'Electrical Systems']",https://www.oilandgasjobsearch.com/job/J3W4T36FR143Y12M220?ipath=CRJR111,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
111,Legal and Commercial Manager,Full-Time,"['Scheduling', 'Engineering', 'Communication', 'Stakeholder Management', 'Finance', 'Infrastructure']",https://www.oilandgasjobsearch.com/job/J3P2YP6LWBQG4QT5RKH?ipath=CRJR112,"Taipei, Taiwan",Taiwan,"{'lat': 25.0329694, 'lng': 121.5654177}"
112,Electrical Engineer (Buildings),Full-Time,"['Hardworking And Dedicated', 'Computer Aided Design', 'Autodesk Revit', 'Coordinating']",https://www.oilandgasjobsearch.com/job/J3P1NC5ZNBNSPKBXNGL?ipath=CRJR113,"San Francisco, CA, USA",USA,"{'lat': 37.7749295, 'lng': -122.4194155}"
113,Head of Product & Engineering (Maritime),Full-Time,"['Product Marketing', 'Marketing', 'Management', 'Operations', 'Product Management', 'Sales']",https://www.oilandgasjobsearch.com/job/J3P0346ZQ5169RCQV7K?ipath=CRJR114,"Westminster, London, UK",UK,"{'lat': 51.4974948, 'lng': -0.1356583}"
114,Technician,Full-Time,"['Machining', 'Lathes', 'Computer Numerical Control (Cnc)', 'Prototype (Manufacturing)']",https://www.oilandgasjobsearch.com/job/J3P1BX6174R2QX1V06W?ipath=CRJR115,"989 112th Ave NE #205, Bellevue, WA 98004, USA",USA,"{'lat': 47.6191787, 'lng': -122.1916619}"
115,Proposal Manager,Full-Time,"['Technical Sales', 'Business Development', 'Sales Engineering', 'Market Research', 'Selling Techniques', 'Mechanical Engineering']",https://www.oilandgasjobsearch.com/job/J3N8CB6ZW8BGZ8XGLG2?ipath=CRJR116,"Taipei, Taiwan",Taiwan,"{'lat': 25.0329694, 'lng': 121.5654177}"
116,Senior Project Developer,Contractor,"['Reports', 'Due Diligence', 'Planning Permission', 'Project Management', 'Land Tenure']",https://www.oilandgasjobsearch.com/job/J3N19961H33M78M8CM6?ipath=CRJR117,"Amsterdam, Netherlands",Netherlands,"{'lat': 52.3675734, 'lng': 4.9041389}"
117,VN Project Manager,Full-Time,"['Wind Farming', 'Project Management', 'Management', 'Original Equipment Manufacturer', 'Timelines', 'Coordinating']",https://www.oilandgasjobsearch.com/job/J3N87M66K1BCZF3C626?ipath=CRJR118,"Hanoi, Hoàn Kiếm, Hanoi, Vietnam",Vietnam,"{'lat': 21.0277644, 'lng': 105.8341598}"
118,Senior Regulatory and Permitting Specialist,Full-Time,"['Scheduling', 'Presentations', 'Management', 'Engineering', 'Operations', 'Timelines']",https://www.oilandgasjobsearch.com/job/J3N1776D0KF562QYC47?ipath=CRJR119,"Vancouver, BC, Canada",Canada,"{'lat': 49.2827291, 'lng': -123.1207375}"
120,E&I Inspector,Contractor,"['Software Quality Assurance (Sqa)', 'Safety Assurance', 'Product Quality Assurance', 'Software Quality Control', 'Testing', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3M7KD6DVMD2ZQ1R9Z8?ipath=CRJR121,"Qingdao, Shandong, China",China,"{'lat': 36.067108, 'lng': 120.382609}"
121,VN Project Manager,Full-Time,"['Wind Farming', 'Project Management', 'Management', 'Original Equipment Manufacturer', 'Timelines', 'Coordinating']",https://www.oilandgasjobsearch.com/job/J3M5D5742WBHGH7K1X5?ipath=CRJR122,"Hanoi, Hoàn Kiếm, Hanoi, Vietnam",Vietnam,"{'lat': 21.0277644, 'lng': 105.8341598}"
122,E&I Inspector,Contractor,"['Software Quality Assurance (Sqa)', 'Safety Assurance', 'Product Quality Assurance', 'Software Quality Control', 'Testing', 'Engineering']",https://www.oilandgasjobsearch.com/job/J3M2166ZL990SNN3X0D?ipath=CRJR123,"Qingdao, Shandong, China",China,"{'lat': 36.067108, 'lng': 120.382609}"
123,Project Contracts Specialist,Contractor,"['Wholesaling', 'Administration', 'Change Management', 'Reports', 'Risk Management', 'Mitigation']",https://www.oilandgasjobsearch.com/job/J3W41J5Y51BYXHSLR00?ipath=CRJR124,"Muscat, Oman",Oman,"{'lat': 23.5880307, 'lng': 58.3828717}"
124,Planning Engineer,Full-Time,"['Weakness', 'Project Management', 'Scheduling', 'Shop Drawing']",https://www.oilandgasjobsearch.com/job/J3V3Z96VTLH9VHVM035?ipath=CRJR125,"Muscat, Oman",Oman,"{'lat': 23.5880307, 'lng': 58.3828717}"
125,EC&I Designer,Full-Time,"['Manufacturing', 'Training', 'Documentation', 'Engineering', 'Mentorship', 'Coaching And Mentoring']",https://www.oilandgasjobsearch.com/job/J3T44Y6LNKVP4ZCNM9W?ipath=CRJR126,"Warrington, UK",UK,"{'lat': 53.3900441, 'lng': -2.5969501}"
126,Project Engineering Manager,Full-Time,"['Engineering', 'Scheduling', 'Dangerous Substances And Explosive Atmospheres Regulations Of 2002 (Dsear)', 'Design Assurance', 'Procurement', 'Performance Enhancing Drugs']",https://www.oilandgasjobsearch.com/job/J3T744649KVZ7FCDG3M?ipath=CRJR127,"Warrington, UK",UK,"{'lat': 53.3900441, 'lng': -2.5969501}"
127,"Assurance Manager - Sub Saharan Africa, Qatar & Kuwait",Full-Time,"['Leadership', 'Team Building', 'Mentorship', 'Coaching And Mentoring', 'Conflict Resolution', 'Time Management']",https://www.oilandgasjobsearch.com/job/J3Q4K96FF7M5MS50T4B?ipath=CRJR128,"Pretoria, South Africa",South Africa,"{'lat': -25.7478676, 'lng': 28.2292712}"
128,Nuclear Project Manager,Full-Time,"['Earned Value Management', 'Leadership', 'Scheduling', 'Team Working', 'Commercial Awareness', 'Coordinating']",https://www.oilandgasjobsearch.com/job/J3P76C6Z9178DT7VFYW?ipath=CRJR129,"Barnwood, Gloucester, UK",UK,"{'lat': 51.8611689, 'lng': -2.204252}"
129,FP&A - Lead Consultant,Full-Time,"['Financial Analysis', 'Revenues', 'Financial Modeling', 'Budgeting', 'Forecasting', 'Finance']",https://www.oilandgasjobsearch.com/job/J3P6MZ5VPXBQKZM52JN?ipath=CRJR130,"New York, NY, USA",USA,"{'lat': 40.7127753, 'lng': -74.0059728}"
130,Ingenieur für Netzplanung und Netzmodellierung DIgSILENT Powerfa,Full-Time,"['Electronic Components', 'Professional Development', 'Risikobewertungen', 'Analyse', 'Planung (Ausbildung)', 'Entwicklung (Fotografie)']",https://www.oilandgasjobsearch.com/job/J3P2VG6QYPFHMDB3R0B?ipath=CRJR131,"Dresden, Germany",Germany,"{'lat': 51.0504088, 'lng': 13.7372621}"
132,Bauleiter - TGA (ELT oder HKLS),Full-Time,"['Elektrotechnik', 'Komplette Androgenresistenz', 'Heizen Und K� Hlen', 'Qualit� T', 'Technik (Unterricht)', 'Berufliche Rehabilitation']",https://www.oilandgasjobsearch.com/job/J3N87S6HF014HFQLGXF?ipath=CRJR133,"Mannheim, Germany",Germany,"{'lat': 49.4874592, 'lng': 8.466039499999999}"
133,Document Control Professional,Full-Time,"['Microsoft Office', 'Microsoft Access', 'Configuration Management', 'Engineering', 'Creativity', 'Enterprise Document Management System']",https://www.oilandgasjobsearch.com/job/J3W6G072PQC7SXW6N9G?ipath=CRJR134,"Orlando, FL, USA",USA,"{'lat': 28.5383355, 'lng': -81.3792365}"
134,Bauleiter – konstruktiver Hoch- und Ingenieurbau,Full-Time,"['Aftersales', 'Kundenzufriedenheit', 'Bau', 'Organisationsstruktur', 'Pommer Spezialbetonbau']",https://www.oilandgasjobsearch.com/job/J3V8DP691Q0VYM1375L?ipath=CRJR135,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
135,Bauleiter Brückenbau,Full-Time,"['Bauingenieurwesen', 'Konstruktiver Ingenieurbau', 'Bearbeitung', 'Entwurf (Boiler)', 'Centroid', 'Stahlerzeugung']",https://www.oilandgasjobsearch.com/job/J3T7Z36QZYMPK6LSBY0?ipath=CRJR136,"1507 Montana St, Missoula, MT 59801, USA",USA,"{'lat': 46.872656, 'lng': -114.020187}"
136,Qualitätsingenieur - Schwerpunkt: Auditierung und Zertifizierung,Full-Time,"['Fmea (Failure Mode And Effects Analysis)', 'Qualit� Tsvorausplanung', 'Produktionsteil Freigabeverfahren', 'Iso/Ts 16949', 'Kontinuierlicher Verbesserungsprozess', 'Planung (Ausbildung)']",https://www.oilandgasjobsearch.com/job/J3T5QF6950JCSBHX2CS?ipath=CRJR137,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
137,Elektroniker/Mechatroniker für SPS-Programmierung und Inbetriebn,Full-Time,"['Hydraulik', 'Lenkung', 'Pneumatik', 'Electronic Engineering', 'Erwachsenenbildung', 'Dokumentation (Prozessindustrie)']",https://www.oilandgasjobsearch.com/job/J3T3YJ60M7ZFS8JR26P?ipath=CRJR138,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
138,Team-/Projektassistenz,Full-Time,"['Gliederung Der Zubereitung Von Speisen', 'Kreatives Denken', 'Deutsche Sprache', 'Organisationsstruktur', 'Planung (Ausbildung)', 'Korrespondenz (Mathematik)']",https://www.oilandgasjobsearch.com/job/J3T37J6M4JT826B5VGG?ipath=CRJR139,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
139,Bauingenieur - Hochbau,Full-Time,"['Command Controls', 'Religi̦ser Text', 'Planung (Ausbildung)', 'Word Wise']",https://www.oilandgasjobsearch.com/job/J3R1X26FW6RJG7LD9V1?ipath=CRJR140,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
140,Fachkraft für Arbeitssicherheit,Full-Time,"['Unternehmen', 'Technik (Unterricht)', 'Ms Office']",https://www.oilandgasjobsearch.com/job/J3R0KP74YY9QDVMPDQZ?ipath=CRJR141,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
141,Projektingenieur - Automatisierungstechnik,Full-Time,"['Elektrotechnik', 'Design', 'Englisch (Sprachunterricht)', 'Erlebnisp� Dagogik']",https://www.oilandgasjobsearch.com/job/J3P5D672JJ87D90P123?ipath=CRJR142,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
142,Commissioning HVAC Leader,Full-Time,"['Installations (Manual/Mechanical)', 'Scheduling', 'Oil And Gas', 'Leadership', 'Complex Problem Solving', 'Communication']",https://www.oilandgasjobsearch.com/job/J3P6C96SNSC0X65WMX9?ipath=CRJR143,"Doha, Qatar",Qatar,"{'lat': 25.2854473, 'lng': 51.53103979999999}"
143,Planungsingenieur Freileitungsbau,Full-Time,"['Berechnungen', 'Bauingenieurwesen', 'B (Programming Language)', 'Arc Gis (Gis Software)', 'Computer Aided Design', 'Stimmen (Akkordeon)']",https://www.oilandgasjobsearch.com/job/J3P63T6XKM00GJZF684?ipath=CRJR144,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
144,Mechanical Engineering Professional,Full-Time,"['Hvac', 'Chilled Water', 'Heating Systems', 'Engineer In Training', 'Energy Production', 'Mechanical Engineering']",https://www.oilandgasjobsearch.com/job/J3P4KW6W5ZQ3MJD4SCR?ipath=CRJR145,"Columbus, OH, USA",USA,"{'lat': 39.9611755, 'lng': -82.99879419999999}"
145,Automatisierungsspezialist,Full-Time,"['Optimierung (Unterricht)', 'Ms Office', 'Dokumentation (Prozessindustrie)', 'Aftersales', 'Rechtsstreitigkeiten', 'Erlebnisp� Dagogik']",https://www.oilandgasjobsearch.com/job/J3N42L6CG0VMBG9K0S2?ipath=CRJR146,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
146,Telecom Site Acquisition Specialist,Full-Time,"['Construction Management', 'Construction', 'Ordinances', 'Scheduling', 'Constructability', 'Leasing (Contract Law)']",https://www.oilandgasjobsearch.com/job/J3P1PN6YS9KT76PWTW7?ipath=CRJR147,"Irvine, CA, USA",USA,"{'lat': 33.6845673, 'lng': -117.8265049}"
147,Chargé(e) d'affaires PV,Full-Time,"['Attente', 'Station Électrique', 'Internet', 'Projet (Chaudière)', 'Cadre (Entreprise)', 'Apprentissage Expérientiel']",https://www.oilandgasjobsearch.com/job/J3N7T06V6Z3YZBPPR0H?ipath=CRJR148,"Bordeaux, France",France,"{'lat': 44.837789, 'lng': -0.57918}"
148,Fachplaner Versorgungstechnik,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Berechnungen', 'Building Information Modeling', 'Planung (Ausbildung)', 'Berufliche Grundbildung', 'Personalbeschaffung']",https://www.oilandgasjobsearch.com/job/J3N1WX6CR1YW78QDWMS?ipath=CRJR149,"Lower Saxony, Germany",Germany,"{'lat': 52.6367036, 'lng': 9.8450766}"
