,title,employer,location,worktype,skill
142,Commissioning HVAC Leader,OILANDGAS,Doha,Full-Time,"['Installations (Manual/Mechanical)', 'Scheduling', 'Oil And Gas', 'Leadership', 'Complex Problem Solving', 'Communication']"
143,Planungsingenieur Freileitungsbau,OILANDGAS,Niedersachsen,Full-Time,"['Berechnungen', 'Bauingenieurwesen', 'B (Programming Language)', 'Arc Gis (Gis Software)', 'Computer Aided Design', 'Stimmen (Akkordeon)']"
144,Mechanical Engineering Professional,OILANDGAS,"Columbus, Ohio",Full-Time,"['Hvac', 'Chilled Water', 'Heating Systems', 'Engineer In Training', 'Energy Production', 'Mechanical Engineering']"
145,Automatisierungsspezialist,OILANDGAS,Niedersachsen,Full-Time,"['Optimierung (Unterricht)', 'Ms Office', 'Dokumentation (Prozessindustrie)', 'Aftersales', 'Rechtsstreitigkeiten', 'Erlebnisp� Dagogik']"
146,Telecom Site Acquisition Specialist,OILANDGAS,"Irvine, California",Full-Time,"['Construction Management', 'Construction', 'Ordinances', 'Scheduling', 'Constructability', 'Leasing (Contract Law)']"
147,Chargé(e) d'affaires PV,OILANDGAS,"Bordeaux, Aquitaine",Full-Time,"['Attente', 'Station Électrique', 'Internet', 'Projet (Chaudière)', 'Cadre (Entreprise)', 'Apprentissage Expérientiel']"
148,Fachplaner Versorgungstechnik,OILANDGAS,Niedersachsen,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Berechnungen', 'Building Information Modeling', 'Planung (Ausbildung)', 'Berufliche Grundbildung', 'Personalbeschaffung']"
149,EPC Manager,OILANDGAS,Friesland,Full-Time,"['Procestechniek (Verkoop)', 'Industrie (Verkoop)', 'Kwaliteit (Verantwoordelijk Voor)']"
150,Mechatroniker - Instandhaltung,OILANDGAS,Niedersachsen,Full-Time,"['Instandhaltung', 'Behebung', 'Betriebstechnik (Amateurfunk)', 'Mechatronik', 'Maschinen']"
151,CSU Manager,OILANDGAS,"Groningen, Groningen",Full-Time,"['Industrie (Verkoop)', 'Kwaliteit (Verantwoordelijk Voor)']"
152,TGA - Ingenieur für Heizungs-/ Lüftungs- / Sanitär-/ und Versorg,OILANDGAS,Niedersachsen,Full-Time,"['Professional Development', 'Planung (Ausbildung)', 'Studium']"
153,Bauingenieur - Brückenbau,OILANDGAS,"Bochum, Nordrhein-Westfalen",Full-Time,"['Qualifizierte Person', 'Bauingenieurwesen', 'B (Programming Language)', 'Schatzkammer', 'Planung (Ausbildung)', 'Haushalt']"
154,Fachplaner Elektrotechnik,OILANDGAS,Niedersachsen,Full-Time,"['Technische Informatik', 'Elektrotechnik', 'Aftersales', 'Planung (Ausbildung)', 'Berufliche Grundbildung', 'Nachrichtentechnik']"
155,SHIFT CONTROLLER,Qatar Petroleum,"Doha, Doha",Contractor,"['Emergency Handling', 'Self Motivation', 'Refinery', 'Coaching And Mentoring', 'Oil And Gas', 'Presentations']"
156,System Engineer für Maritime Systeme,OILANDGAS,Niedersachsen,Full-Time,"['Einhaltung Gesetzlicher Vorschriften', 'Erlebnisp� Dagogik', 'Entwicklung (Fotografie)', 'Word Wise', 'Systems Engineering', 'Studium']"
157,Electronics Techncian - Maintenance II,OILANDGAS,"Jacksonville, Florida",Full-Time,"['Electronics', 'Background Checks', 'Testing', 'Performance Appraisal', 'Registration', 'Drug Testing']"
158,SPS- und Leitsystem Spezialist,OILANDGAS,Bern,Full-Time,"['Erwachsenenbildung', 'Simatic Win Cc (Scada System)', 'Pferdepflege', 'Dokumentation', 'Werkzeuge Zur Programmierung', 'Erlebnisp� Dagogik']"
159,"Sites, WIP Operator",Delta International Petroleum,"Abu Dhabi, Abu Dhabi",Contractor,"['Instructions', 'Operations', 'Decision Making', 'Water Treatment', 'Control Panels', 'Emergency Handling']"
160,Co-op - Supply Chain,OILANDGAS,"Cudahy, Wisconsin",Full-Time,"['Procurement', 'Inventory Management', 'Purchasing', 'Quotations', 'Inventory Turnover', 'Raw Materials']"
161,E&I Commissioning Supervisor M/F,OILANDGAS,Doha,Full-Time,"['Transformers (Electrical)', 'Low Voltage', 'Commissioning', 'Switchgear', 'Motors', 'Installations (Manual/Mechanical)']"
162,HSE Supervisor M/F,OILANDGAS,Doha,Full-Time,"['Auditing', 'Occupational Health And Safety Administration (Osha)', 'Safety Training', 'Investigation', 'National Examination Board In Occupational Safety And Health (Nebosh) Certified', 'Construction']"
163,Engineer Gas Turbine,OILANDGAS,Riyadh,Full-Time,"['Product Quality Assurance', 'Quality Assurance', 'Problem Solving', 'Maintenance', 'Installations (Manual/Mechanical)', 'Support Testing Activity']"
164,Field Engineer Civil/Structural/Architecture (Saudi National),OILANDGAS,Riyadh,Full-Time,"['Scheduling', 'Hardworking And Dedicated', 'Self Motivation', 'Spreadsheets', 'Word Processor', 'Coordinating']"
165,Fachbauleiter Automatisierungstechnik für Petrochemieanlagen,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Montage (Filmproduktion)', 'Professional Development', 'Aftersales', 'Instandhaltung', 'Auswertungen', 'Erlebnisp� Dagogik']"
166,Head Early Site Works Construction M/F,OILANDGAS,Doha,Full-Time,"['Operations', 'Communication', 'Scheduling', 'Self Motivation', 'Trustworthy', 'Coordinating']"
167,Process Specialists M/F,OILANDGAS,Kuwait City,Full-Time,"['Dht', 'Sewage Treatments', 'Commissioning', 'Hazard And Operability Study', 'Water Cooling', 'Pumps']"
168,SAP Data Entry Technician M/F,OILANDGAS,Doha,Full-Time,"['Oil And Gas', 'Computer Literacy', 'Sql (Programming Language)']"
169,Operator GTP,Delta International Petroleum,"Abu Dhabi, Abu Dhabi",Contractor,"['Instructions', 'English Language', 'Oil And Gas', 'Engineering']"
170,Electrical Engineer HV M/F,OILANDGAS,Riyadh,Full-Time,"['Electrical Engineering', 'Commissioning']"
171,HVAC Supervisor M/F,OILANDGAS,Doha,Full-Time,"['Microsoft Office', 'Technical Drawing', 'Programmable Logic Controllers', 'Hvac', 'English Language', 'Oil And Gas']"
172,Elektroingenieur Anlagenautomatisierung,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Elektrotechnik', 'Steuer Theorien', 'Anlagenbau', 'Deutsch (Sprachunterricht)', 'Automatisierungstechnik (Unterricht)', 'Planung (Ausbildung)']"
173,Field Commissioning Specialists (Utilities) M/F,OILANDGAS,Kuwait City,Full-Time,"['Dht', 'Valves (Piping)', 'Sewage Treatments', 'Pumps', 'Water Cooling', 'Personal Protective Equipment']"
174,TECHNICAL WRITER M/F,OILANDGAS,Doha,Full-Time,"['Scheduling', 'Commissioning', 'Liquefied Natural Gas', 'Management', 'Operations', 'Spreadsheets']"
175,QA/QC Inspector Electrical/ELV M/F,OILANDGAS,Doha,Full-Time,"['Product Quality Assurance', 'Installations (Manual/Mechanical)', 'Oil And Gas', 'Auditing', 'Welding', 'Fabrication']"
176,Mechanical Assistant Technician M/F,OILANDGAS,Doha,Full-Time,"['Testing', 'Maintenance', 'Oil And Gas']"
177,Ducting Fabricator M/F,OILANDGAS,Doha,Full-Time,"['Installations (Manual/Mechanical)', 'Heating And Cooling']"
178,Welding Specialist (Onshore) M/F,OILANDGAS,Doha,Full-Time,"['Welding', 'Fabrication', 'Installations (Manual/Mechanical)', 'Oil And Gas', 'Oil And Gas', 'Clinical Research Associate']"
179,Mechanical Foreman M/F,OILANDGAS,Doha,Full-Time,"['Installations (Manual/Mechanical)', 'Oil And Gas', 'Scheduling', 'Oil And Gas', 'Fitting', 'Petrochemical']"
180,FIELD OPERATORS M/F,OILANDGAS,Riyadh,Full-Time,"['Commissioning', 'Refinery', 'Petrochemical']"
181,SHES Officer (Onshore & Offshore) M/F,OILANDGAS,Doha,Full-Time,"['Investigation', 'Operations', 'Management', 'Iso 14000 Standard', 'Ohsas 18001 Standard', 'National Examination Board In Occupational Safety And Health (Nebosh) Certified']"
182,SENIOR DIGITAL CONTROL & SYSTEM TECHNICIAN M/F,OILANDGAS,Riyadh,Full-Time,"['Commissioning', 'Petrochemical', 'Refinery', 'Operations', 'Engineering']"
183,Field Commissioning Specialists (Offsites) M/F,OILANDGAS,Kuwait City,Full-Time,"['Oil And Gas', 'Valves (Piping)', 'Pumps', 'Emergency Handling', 'Distributed Control Systems']"
184,CHEMIST ENGINEER,OILANDGAS,Riyadh,Full-Time,"['Water Supply', 'Wastewater', 'Water Quality', 'Water Distribution', 'Commissioning']"
185,Konstrukteur mit chinesischen Sprachkenntnissen,OILANDGAS,"Saint Gallen, Sankt Gallen",Full-Time,"['Blech', 'Design Thinking', 'Studium', 'Idea Generation', 'Aftersales', 'Lean Manufacturing']"
186,CP (Cathodic Protection) INSPECTORS M/F,OILANDGAS,Riyadh,Full-Time,"['Commissioning', 'Refinery', 'Petrochemical', 'Testing', 'Application Programming Interface']"
187,Technical Quality Engineering Specialist (Material Science & Met,OILANDGAS,Doha,Full-Time,"['Metal Heat Treatments', 'Forging', 'Installations (Manual/Mechanical)', 'Casting', 'Engineering', 'Fabrication']"
188,Solar power PV project manager 太陽光発電　プロジェクトマネジャー,OILANDGAS,"Tokyo, Tokyo",Full-Time,"['Japanese Language', 'English Language', 'Design Review']"
189,Sr. HSE Engineer M/F,OILANDGAS,Doha,Full-Time,"['Operations', 'Management', 'Installations (Manual/Mechanical)', 'Engineering', 'Oil And Gas', 'Coordinating']"
190,Safety Officer - MP01 M/F,OILANDGAS,Doha,Full-Time,"['Emergency Handling', 'Emergency Services', 'Fire Safety', 'Health Safety And Environment', 'Infrastructure', 'Construction']"
191,Compressor Technician M/F,OILANDGAS,Doha,Full-Time,"['Microsoft Office', 'C (Programming Language)', 'Compressors', 'English Language', 'Oil And Gas', 'Communication']"
192,Technischer Zeichner mit AutoCAD 2016,OILANDGAS,Baden-Württemberg,Full-Time,"['Professional Development', 'System V', 'Sap', 'Technische Illustration', 'Language Assessment', 'Adobe Illustrator']"
193,Business Analyst (IT/SAP) M/F,OILANDGAS,Doha,Full-Time,"['Operations', 'Decision Making', 'Operations Management', 'Transition Management', 'Engineering', 'Performance Management']"
194,Junior Electrical Technician M/F,OILANDGAS,Doha,Full-Time,"['Security Systems', 'Fire Alarm Systems', 'Alarm Devices', 'Electrical Wirings', 'Heating And Cooling', 'Oil And Gas']"
195,O&M High Voltage Engineer,OILANDGAS,Muscat,Full-Time,"['Transformers (Electrical)', 'Electrical Systems', 'Renewable Energy', 'Photovoltaics', 'Testing', 'Relays']"
196,Technical Writer M/F,OILANDGAS,Doha,Full-Time,"['Commissioning', 'Liquefied Natural Gas', 'Operations', 'Management', 'Engineering', 'Petrochemical']"
197,Process Engineer,OILANDGAS,"Prague, Prague",Full-Time,"['Czech (Language)', 'Leadership', 'Complex Problem Solving', 'Creativity', 'Negotiation', 'Slovak Language']"
198,HVAC Technician M/F,OILANDGAS,Doha,Full-Time,"['Microsoft Office', 'Technical Drawing', 'C (Programming Language)', 'Programmable Logic Controllers', 'Hvac', 'English Language']"
199,Interface Lead M/F,OILANDGAS,Doha,Full-Time,"['Operations', 'Leadership', 'Communication', 'Self Motivation', 'Trustworthy', 'Coordinating']"
200,Automobile Assistant Technician M/F,OILANDGAS,Doha,Full-Time,"['Maintenance', 'Complex Problem Solving', 'Oil Painting', 'Testing', 'Electrical Systems', 'Instructions']"
201,Electrical Technician M/F,OILANDGAS,Doha,Full-Time,"['Occupational Safety And Health', 'Oil And Gas']"
202,Instrument Assistant Technician M/F,OILANDGAS,Doha,Full-Time,"['Maintenance', 'Programmable Logic Controllers', 'Instrumentation', 'Project Commissioning', 'Oil And Gas', 'Complex Problem Solving']"
203,Operator Satellite,Delta International Petroleum,"Abu Dhabi, Abu Dhabi",Contractor,"['Refinery', 'Satellites', 'Instructions', 'International Computer Driving Licence', 'Training', 'Oil Fields']"
204,Building Speciailist M/F,OILANDGAS,Doha,Full-Time,"['Civil Engineering', 'Structural Engineering', 'Scheduling', 'Operations', 'Engineering', 'Systems Design']"
205,Senior SAP MM/WM/QM Consultant M/F,OILANDGAS,Doha,Full-Time,"['Consignment', 'Acceptance Testing', 'Physical Inventory', 'Inventory Management', 'Scenario Testing', 'Integration Testing']"
206,Senior HVAC Technician M/F,OILANDGAS,Doha,Full-Time,"['Ventilation', 'Hvac', 'Oil And Gas', 'Pumps', 'Testing', 'Assembling']"
207,RCM Engineer M/F,OILANDGAS,Doha,Full-Time,"['Training', 'Performance Management', 'Oil And Gas', 'Computer Literacy', 'Computerized Maintenance Management Systems', 'Reliability Centered Maintenance']"
208,HVAC Technician M/F,OILANDGAS,Doha,Full-Time,"['Ventilation', 'Hvac', 'Oil And Gas', 'Personal Protective Equipment', 'Pumps', 'Plumbing']"
209,Junior HVAC Technician M/F,OILANDGAS,Doha,Full-Time,"['Ventilation', 'Hvac', 'Oil And Gas', 'Pumps', 'Testing', 'Assembling']"
210,Construction Supervisor (Architect) M/F,OILANDGAS,Doha,Full-Time,"['Civil Engineering', 'Engineering Design Process', 'Testing', 'Oil And Gas', 'Scheduling', 'Construction']"
211,Planner M/F,OILANDGAS,Doha,Full-Time,"['Human Resources', 'Maintenance', 'Scheduling', 'Oil And Gas']"
212,SR. PROCESS SAFETY ENGINEER,Qatar Petroleum,"Doha, Doha",Contractor,"['Risk Analysis', 'Process Safety', 'Risk Management', 'Consulting', 'Auditing', 'Management Systems']"
213,"Protection, Instrumentation, Control and Power System Delivery M",OILANDGAS,"Bridgwater, Somerset",Full-Time,"['Scheduling', 'Engineering', 'Contractor Management', 'Automation', 'Quality Management', 'Computer Control Systems']"
214,Head SHES Early Site Works M/F,OILANDGAS,Doha,Full-Time,"['Operations', 'Leadership', 'Communication', 'Scheduling', 'Trustworthy', 'Self Motivation']"
215,Automation Engineer,OILANDGAS,"South Milwaukee, Wisconsin",Full-Time,"['Human Computer Interaction', 'Programmable Logic Controllers', 'Electrical Codes', 'Wonderware', 'Computer Control Systems', 'Electrical Systems']"
216,GT Manager,OILANDGAS,Riyadh,Full-Time,"['Commissioning', 'Scheduling']"
217,Elektroniker Anlagendiagnose PLT,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Elektrotechnik', 'Dokumentation (Prozessindustrie)', 'Professional Development', 'Instandhaltung', 'Diagnose', 'Analyse']"
218,Commissioning Manager – Power Plant M/F,OILANDGAS,Riyadh,Full-Time,"['Operations', 'Leadership', 'Management', 'Continuous Improvement Process', 'Operations Management', 'Innovation']"
219,QC Inspector Painting (NFA Topside) M/F,OILANDGAS,Doha,Full-Time,"['Software Quality Control', 'Oil Painting', 'Scheduling']"
220,Construction Supervisor (E&I) M/F,OILANDGAS,Doha,Full-Time,['Oil And Gas']
221,Sr. Planning Engineer M/F,OILANDGAS,Doha,Full-Time,"['Progress Reporting', 'Project Planning', 'Scheduling', 'Risk Analysis', 'Resource Planning', 'Mitigation']"
222,Electrical Supervisor - FPSO Offshore * M/F,OILANDGAS,Abuja,Full-Time,"['Switchgear', 'Scheduling', 'High Voltage', 'Coordinating', 'Motors', 'Rotation']"
223,DCS Engineer,OILANDGAS,Riyadh,Full-Time,"['Scheduling', 'Data Collection', 'Dcs File Format']"
224,Planner M/F,OILANDGAS,Doha,Full-Time,"['Progress Reporting', 'Scheduling', 'Operations', 'Management', 'Oil And Gas']"
225,CONTROL ROOM OPERATORS M/F,OILANDGAS,Riyadh,Full-Time,"['Commissioning', 'Refinery', 'Petrochemical', 'Distributed Control Systems']"
226,Project Safety Officer M/F,OILANDGAS,Doha,Full-Time,"['Investigation', 'Occupational Health And Safety Administration (Osha)', 'Infrastructure', 'Emergency Handling', 'Emergency Services', 'Fire Safety']"
227,Technical Assistant Writer M/F,OILANDGAS,Doha,Full-Time,"['Technical Writings', 'Technical Documentation', 'Templates', 'Emergency Services', 'Crisis Management', 'Technical Support']"
228,Lead E&I Commissioning Engineer,OILANDGAS,Doha,Full-Time,"['Scheduling', 'Engineering', 'Testing', 'Progress Reports', 'Oil And Gas']"
229,Hydraulic Technician/Crane Mechanic * M/F,OILANDGAS,Abuja,Full-Time,"['Control Valves', 'Pumps', 'Motors', 'Transmission', 'Blueprinting', 'Axles']"
230,Helper M/F,OILANDGAS,Doha,Full-Time,"['Troubleshooting (Problem Solving)', 'Microsoft Office', 'Oil Painting', 'Oil And Gas', 'Installations (Manual/Mechanical)', 'Installations (Computer Systems)']"
231,Montageleider E,OILANDGAS,"Vianen, Zuid-Holland",Full-Time,"['Elektrotechniek', 'Projectleiding', 'Installatietechniek']"
232,I&C to Manager I&C M/F,OILANDGAS,Riyadh,Full-Time,"['Scheduling', 'Commissioning', 'Management', 'Testing', 'Coordinating', 'Dcs File Format']"
233,Sr. HVAC Technician M/F,OILANDGAS,Doha,Full-Time,"['Microsoft Office', 'Technical Drawing', 'C (Programming Language)', 'Programmable Logic Controllers', 'Hvac', 'English Language']"
234,"Team Leader, Transmission and Distribution (T&D)",OILANDGAS,"Brisbane, Sydney Melbourne",Full-Time,"['Business Development', 'Management', 'Sales', 'Resourcing', 'Recruitment', 'Leadership']"
235,Koordinator Schwermontage,OILANDGAS,"Mannheim, Baden-Württemberg",Full-Time,"['Professional Development', 'Anschlagmittel', 'Aftersales', 'Bau', 'Leistungsoptimierung', 'Planung (Ausbildung)']"
236,Senior Pipeline Engineer M/F,OILANDGAS,Doha,Full-Time,"['Engineering', 'Mechanical Engineering', 'Reports', 'Interface', 'Emergency Handling']"
237,HRSG & it is auxiliaries engineer,OILANDGAS,Riyadh,Full-Time,"['Fans', 'Valves (Piping)', 'Pumps', 'Process Optimization', 'Leadership', 'Change Management']"
238,Construction Supervisor (ELV) M/F,OILANDGAS,Doha,Full-Time,"['Testing', 'Oil And Gas', 'Scheduling', 'Construction', 'Engineering', 'Engineering Design Process']"
239,Research Technician,OILANDGAS,"Sidney, Ohio",Full-Time,"['Prototype (Manufacturing)', 'Welding', 'Bandsaws', 'Mills', 'Fabrication', 'Testing']"
240,Construction Supervisor (Electrical) M/F,OILANDGAS,Doha,Full-Time,"['Communication', 'Team Building', 'Construction Management', 'Conflict Resolution', 'Leadership', 'Submittals (Construction)']"
241,Senior Cost Engineer M/F,OILANDGAS,Doha,Full-Time,"['Forecasting', 'Budgeting', 'Infrastructure', 'Engineering', 'Asset Management', 'Scheduling']"
242,Sourcing Engineer,OILANDGAS,"Rockford, Illinois",Full-Time,"['Circuit Diagrams', 'Scheduling', 'Product Quality Assurance', 'Voltage', 'Assembling', 'Transformers (Electrical)']"
243,Construction Supervisor - Civil M/F,OILANDGAS,Doha,Full-Time,"['Construction Management', 'Civil Engineering', 'Communication', 'Submittals (Construction)', 'Team Building', 'Conflict Resolution']"
244,DCS Commissioning Specialists (Process Units) M/F,OILANDGAS,Kuwait City,Full-Time,"['Sour Gas', 'Refinery']"
